ID	NES_sol	NES_grp	in_sol	in_grp	category	delta_NES
GO:0072359	-2.05996834967402	-2.32698383232646	TRUE	TRUE	shared_same_direction	-0.26701548265244
GO:0006955	-1.78482518644881	-1.6426526599493	TRUE	TRUE	shared_same_direction	0.14217252649951
GO:0007167	-1.69190437341127	-1.87593648135362	TRUE	TRUE	shared_same_direction	-0.18403210794235
GO:0048870	-1.6662397710498	-2.00868753686663	TRUE	TRUE	shared_same_direction	-0.34244776581683
GO:0006260	2.02127905702513	1.57992081346155	TRUE	TRUE	shared_same_direction	-0.44135824356358
GO:0007389	-2.1177257166234	NA	TRUE	FALSE	solitary_specific	NA
GO:0002252	-1.89003522481659	-1.84583482791599	TRUE	TRUE	shared_same_direction	0.0442003969006
GO:0000725	1.8442455148446	NA	TRUE	FALSE	solitary_specific	NA
GO:1902531	-1.58169158331205	NA	TRUE	FALSE	solitary_specific	NA
GO:0033627	-1.95433154599879	-2.09391608835084	TRUE	TRUE	shared_same_direction	-0.13958454235205
GO:0016064	-1.92232694579516	NA	TRUE	FALSE	solitary_specific	NA
GO:0009060	1.81712293393046	NA	TRUE	FALSE	solitary_specific	NA
GO:0070585	1.9300942678339	2.39841333023144	TRUE	TRUE	shared_same_direction	0.46831906239754
GO:0006954	-1.76909976658682	NA	TRUE	FALSE	solitary_specific	NA
GO:0002503	-1.97438390118892	-2.00045935423442	TRUE	TRUE	shared_same_direction	-0.0260754530454999
GO:0019886	-1.97438390118892	NA	TRUE	FALSE	solitary_specific	NA
GO:0034097	-1.77173496637017	NA	TRUE	FALSE	solitary_specific	NA
GO:1901652	-1.77173496637017	NA	TRUE	FALSE	solitary_specific	NA
GO:0031589	-1.75774351754898	-2.19468260400926	TRUE	TRUE	shared_same_direction	-0.43693908646028
GO:0051604	1.5386621598761	2.15298731713356	TRUE	TRUE	shared_same_direction	0.61432515725746
GO:0032200	1.9547873317715	1.91202569885301	TRUE	TRUE	shared_same_direction	-0.0427616329184901
GO:0002440	-1.85375462173658	NA	TRUE	FALSE	solitary_specific	NA
GO:0048646	-1.7003021050049	-2.22528056940023	TRUE	TRUE	shared_same_direction	-0.52497846439533
GO:0042060	-1.81727823682104	NA	TRUE	FALSE	solitary_specific	NA
GO:0006935	-1.71081843363061	-1.80914257520935	TRUE	TRUE	shared_same_direction	-0.0983241415787399
GO:0009262	1.93241822744657	NA	TRUE	FALSE	solitary_specific	NA
GO:0009263	1.90540247839904	NA	TRUE	FALSE	solitary_specific	NA
GO:1901137	1.4344296124006	1.75857191472564	TRUE	TRUE	shared_same_direction	0.32414230232504
GO:0044092	-1.64856995408285	NA	TRUE	FALSE	solitary_specific	NA
GO:0042327	-1.56221185285377	NA	TRUE	FALSE	solitary_specific	NA
GO:0001935	-1.9138173629345	NA	TRUE	FALSE	solitary_specific	NA
GO:0001936	-1.9138173629345	NA	TRUE	FALSE	solitary_specific	NA
GO:0071345	-1.65846945104258	NA	TRUE	FALSE	solitary_specific	NA
GO:0015718	-1.72017463990597	NA	TRUE	FALSE	solitary_specific	NA
GO:0031347	-1.73691987985471	NA	TRUE	FALSE	solitary_specific	NA
GO:0040011	-1.49219831470174	-1.6469569050438	TRUE	TRUE	shared_same_direction	-0.15475859034206
GO:0006626	1.83086586414996	2.35221409707229	TRUE	TRUE	shared_same_direction	0.52134823292233
GO:0007156	1.54596481665324	NA	TRUE	FALSE	solitary_specific	NA
GO:0071875	1.76026522625797	NA	TRUE	FALSE	solitary_specific	NA
GO:0006418	1.72151863258156	NA	TRUE	FALSE	solitary_specific	NA
GO:0007266	-1.65884216155544	NA	TRUE	FALSE	solitary_specific	NA
GO:0042775	NA	2.73038516780915	FALSE	TRUE	group_specific	NA
GO:0042254	NA	2.44176996115752	FALSE	TRUE	group_specific	NA
GO:0007005	NA	2.34680277347854	FALSE	TRUE	group_specific	NA
GO:0016072	NA	2.30260954936489	FALSE	TRUE	group_specific	NA
GO:0006412	NA	2.13477800662672	FALSE	TRUE	group_specific	NA
GO:0055086	NA	1.94621192102273	FALSE	TRUE	group_specific	NA
GO:0006364	NA	2.27029059188254	FALSE	TRUE	group_specific	NA
GO:0035239	NA	-2.29307697829429	FALSE	TRUE	group_specific	NA
GO:0006839	NA	2.33222883173011	FALSE	TRUE	group_specific	NA
GO:0030036	NA	-1.79268953819912	FALSE	TRUE	group_specific	NA
GO:0006457	NA	2.10790720714894	FALSE	TRUE	group_specific	NA
GO:0030029	NA	-1.73282019822984	FALSE	TRUE	group_specific	NA
GO:0140053	NA	2.26678644627888	FALSE	TRUE	group_specific	NA
GO:0090407	NA	1.77936935851615	FALSE	TRUE	group_specific	NA
GO:0006082	NA	1.67515265443591	FALSE	TRUE	group_specific	NA
GO:1990542	NA	2.14444204382014	FALSE	TRUE	group_specific	NA
GO:0098609	NA	-1.6389544382672	FALSE	TRUE	group_specific	NA
GO:0033108	NA	2.19120108544153	FALSE	TRUE	group_specific	NA
GO:0050790	NA	-1.61696190063208	FALSE	TRUE	group_specific	NA
GO:0043603	NA	1.8371687991516	FALSE	TRUE	group_specific	NA
GO:0035082	NA	-2.20876824067792	FALSE	TRUE	group_specific	NA
GO:0042255	NA	2.21055469784676	FALSE	TRUE	group_specific	NA
GO:0051056	NA	-1.86243237528679	FALSE	TRUE	group_specific	NA
GO:0048193	NA	1.7542342560188	FALSE	TRUE	group_specific	NA
GO:0006790	NA	1.76451661906366	FALSE	TRUE	group_specific	NA
GO:0051603	NA	1.59766010825896	FALSE	TRUE	group_specific	NA
GO:0007411	NA	-1.82400094850983	FALSE	TRUE	group_specific	NA
GO:0001578	NA	-2.07395384502577	FALSE	TRUE	group_specific	NA
GO:0022618	NA	1.8224936569037	FALSE	TRUE	group_specific	NA
GO:0009888	NA	-1.79339357338591	FALSE	TRUE	group_specific	NA
GO:0072522	NA	1.72884004106328	FALSE	TRUE	group_specific	NA
GO:0051168	NA	2.0094560514734	FALSE	TRUE	group_specific	NA
GO:0000387	NA	2.17325387736164	FALSE	TRUE	group_specific	NA
GO:0071826	NA	1.77973222512256	FALSE	TRUE	group_specific	NA
GO:0033674	NA	-1.83959270961697	FALSE	TRUE	group_specific	NA
GO:0045165	NA	-1.95353167306696	FALSE	TRUE	group_specific	NA
GO:0045595	NA	-1.67367055492533	FALSE	TRUE	group_specific	NA
GO:0043632	NA	1.55074606265867	FALSE	TRUE	group_specific	NA
GO:0097435	NA	-1.53576536594582	FALSE	TRUE	group_specific	NA
GO:0002381	NA	-1.98617844926531	FALSE	TRUE	group_specific	NA
GO:0007163	NA	-1.87337151784231	FALSE	TRUE	group_specific	NA
