ID	NES_sol	NES_grp	in_sol	in_grp	category	delta_NES
GO:0019882	NA	-2.00214286282405	FALSE	TRUE	group_specific	NA
GO:0009611	NA	-1.90074909152398	FALSE	TRUE	group_specific	NA
GO:0120178	NA	-1.95189219938505	FALSE	TRUE	group_specific	NA
GO:0003341	NA	-1.90807638929819	FALSE	TRUE	group_specific	NA
GO:0006406	NA	1.96011378655536	FALSE	TRUE	group_specific	NA
GO:0051048	NA	2.03726484173512	FALSE	TRUE	group_specific	NA
GO:0170036	NA	1.98468546588209	FALSE	TRUE	group_specific	NA
GO:0006259	NA	1.45175033062887	FALSE	TRUE	group_specific	NA
GO:0050793	NA	-1.52154144562875	FALSE	TRUE	group_specific	NA
GO:1902414	NA	-1.94751855683055	FALSE	TRUE	group_specific	NA
GO:1902600	NA	1.83024641215317	FALSE	TRUE	group_specific	NA
GO:0061061	NA	-1.81145034176677	FALSE	TRUE	group_specific	NA
GO:0006783	NA	2.04360049570758	FALSE	TRUE	group_specific	NA
GO:0045197	NA	-1.93851845453342	FALSE	TRUE	group_specific	NA
GO:0000902	NA	-1.46984418972172	FALSE	TRUE	group_specific	NA
GO:0050767	NA	-1.69158714526293	FALSE	TRUE	group_specific	NA
GO:0043414	NA	1.71189719962175	FALSE	TRUE	group_specific	NA
GO:2000026	NA	-1.56346319057015	FALSE	TRUE	group_specific	NA
GO:0006405	NA	1.80949598941819	FALSE	TRUE	group_specific	NA
GO:0051492	NA	-1.85596658576383	FALSE	TRUE	group_specific	NA
GO:0032956	NA	-1.58550999779954	FALSE	TRUE	group_specific	NA
GO:0032259	NA	1.73286516872338	FALSE	TRUE	group_specific	NA
GO:0002377	NA	-1.83432730287474	FALSE	TRUE	group_specific	NA
GO:0120039	NA	-1.5055015974873	FALSE	TRUE	group_specific	NA
GO:0090151	NA	1.93390128350744	FALSE	TRUE	group_specific	NA
GO:0034330	NA	-1.49133915580396	FALSE	TRUE	group_specific	NA
GO:0046034	NA	1.73888250226902	FALSE	TRUE	group_specific	NA
GO:0006403	NA	1.74873854736079	FALSE	TRUE	group_specific	NA
GO:0007044	NA	-1.8289651433131	FALSE	TRUE	group_specific	NA
GO:0042401	NA	1.91410714433155	FALSE	TRUE	group_specific	NA
GO:0032509	NA	1.88632573546844	FALSE	TRUE	group_specific	NA
GO:0032101	NA	-1.56721679618861	FALSE	TRUE	group_specific	NA
GO:0097320	NA	-1.81165836919268	FALSE	TRUE	group_specific	NA
GO:0071025	NA	1.90499766665596	FALSE	TRUE	group_specific	NA
GO:0030155	NA	-1.50491442645417	FALSE	TRUE	group_specific	NA
GO:0044283	NA	1.41783785691025	FALSE	TRUE	group_specific	NA
GO:0009311	NA	1.86589410251384	FALSE	TRUE	group_specific	NA
GO:0030168	NA	-1.80662557435081	FALSE	TRUE	group_specific	NA
GO:0045926	NA	-1.74703539328822	FALSE	TRUE	group_specific	NA
GO:0040012	NA	-1.51022169573766	FALSE	TRUE	group_specific	NA
GO:0030335	NA	-1.61205793106348	FALSE	TRUE	group_specific	NA
GO:0000054	NA	1.85479750721121	FALSE	TRUE	group_specific	NA
GO:0033750	NA	1.85479750721121	FALSE	TRUE	group_specific	NA
GO:0008299	NA	1.85694859928301	FALSE	TRUE	group_specific	NA
GO:0000724	NA	1.60509617259128	FALSE	TRUE	group_specific	NA
GO:0032970	NA	-1.51924888163693	FALSE	TRUE	group_specific	NA
GO:0048640	NA	-1.73008130182767	FALSE	TRUE	group_specific	NA
GO:0045103	NA	-1.70187095998928	FALSE	TRUE	group_specific	NA
GO:0045104	NA	-1.70187095998928	FALSE	TRUE	group_specific	NA
GO:0006766	NA	1.84687163918019	FALSE	TRUE	group_specific	NA
GO:0051123	NA	1.84739343369789	FALSE	TRUE	group_specific	NA
GO:0000966	NA	1.82544853988431	FALSE	TRUE	group_specific	NA
GO:0042440	NA	1.81131510767044	FALSE	TRUE	group_specific	NA
GO:0170039	NA	1.51461294857438	FALSE	TRUE	group_specific	NA
GO:0042554	NA	-1.77546092691326	FALSE	TRUE	group_specific	NA
GO:0007017	NA	-1.32985569805722	FALSE	TRUE	group_specific	NA
GO:0030198	NA	-1.59233287992012	FALSE	TRUE	group_specific	NA
GO:0007034	NA	1.58767088614947	FALSE	TRUE	group_specific	NA
GO:0071880	NA	1.68553522711031	FALSE	TRUE	group_specific	NA
GO:0045116	NA	1.82049169439722	FALSE	TRUE	group_specific	NA
GO:0030258	NA	1.52525399460045	FALSE	TRUE	group_specific	NA
GO:0044282	NA	1.49115747296591	FALSE	TRUE	group_specific	NA
GO:0034472	NA	1.76047286250601	FALSE	TRUE	group_specific	NA
GO:0071616	NA	1.75384890149994	FALSE	TRUE	group_specific	NA
