KEGG	Description	Multifasciatus_padj	Meeli_padj	Multifasciatus_NES	Meeli_NES
onl04744	Phototransduction	1.78e-08	1.78e-08	2.98480478311776	-2.70863590083146
onl04514	Cell adhesion molecule (CAM) interaction	5.07975023354504e-05	0.00773632587918434	-1.78502781749904	1.50453069087429
onl04080	Neuroactive ligand-receptor interaction	0.00496419372047776	0.0011681887465009	-1.47020499401669	1.51263926966118
onl00140	Steroid hormone biosynthesis	0.00610617427014112	0.0462180232742468	1.85833600874185	-1.60047458420371
onl04110	Cell cycle	0.0131996361204058	0.0108029811269444	-1.59002409847897	-1.55466621433974
onl00980	Metabolism of xenobiotics by cytochrome P450	0.0310432665364202	0.0366017448338031	1.72364294643241	-1.64639280612292
onl04145	Phagosome	0.0310432665364202	4.67756647876018e-05	-1.50635097317073	1.86091523933045
onl03082	ATP-dependent chromatin remodeling	0.0315874581160052	0.00487239641029587	-1.57894923456054	-1.74119552648189
