gene	gene_description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
pudp	pseudouridine 5'-phosphatase	601.335112197398	3.44548510821088	0.217771684089111	15.8215477949879	2.2099237511588e-56	5.02138874738302e-52
LOC102081134	putative selection and upkeep of intraepithelial T-cells protein 1 homolog	19.1231181104102	-32.7517831746615	2.18726803658944	-14.9738315683206	1.08864297031262e-50	1.23680727857216e-46
LOC100703957	interferon-induced protein 44	133.639196425625	5.46766530972089	0.438566070011152	12.4671416317771	1.12800063595983e-35	8.54347681675976e-32
LOC100701281	complement component 7a	269.178129155976	3.1973292465158	0.259516471419655	12.3203326132834	7.04033115131038e-35	3.99926011050186e-31
pyroxd2	pyridine nucleotide-disulphide oxidoreductase domain 2	126.683155253146	5.31279430794995	0.446219328109679	11.9062397643252	1.09818891408078e-32	4.99060970114871e-29
ciao3	nuclear prelamin A recognition factor-like	1463.45985019894	-1.85486430478029	0.159665904939789	-11.6171596276598	3.37159909034276e-31	1.2768245755128e-27
LOC100691242	C-C motif chemokine 17	1346.53685182735	6.2036123293584	0.54032144350014	11.4813365339938	1.63729754837898e-30	5.31466784203815e-27
LOC112847478	uncharacterized LOC112847478	446.451767327779	2.37198760992402	0.22025283126798	10.7693853298895	4.80196279674693e-27	1.36387748334605e-23
LOC106096584	OX-2 membrane glycoprotein	90.6531287283196	-8.23107669591169	0.786276045683892	-10.4684312094901	1.2062544716102e-25	3.04539045599189e-22
LOC100707017	putative zinc finger protein 876	63.4685333681254	7.30864803501208	0.71392954667724	10.2372118775976	1.35072799409538e-24	3.06912414818351e-21
LOC100707837	GATA zinc finger domain-containing protein 14	183.006128865538	3.87788039337177	0.382005256590043	10.151379664216	3.26711587302603e-24	6.74867335153613e-21
LOC109202762	C-C motif chemokine 8	436.461883411139	6.09685917679066	0.606800888065269	10.0475449141644	9.41846072525218e-24	1.7833855383265e-20
fbxw2	F-box and WD repeat domain containing 2	1537.10261976308	-1.57273016671738	0.158516183239556	-9.92157478546279	3.35421656816522e-23	5.86265452783463e-20
LOC100690431	cytosolic sulfotransferase 2	99.9348145170992	-6.17824412903971	0.631258379783054	-9.787187508169	1.27801319527049e-22	2.074215415924e-19
LOC100708054	epidermal growth factor receptor pathway substrate 15	2292.37750967173	1.08995346201185	0.113557704632132	9.59823435620455	8.13255685096438e-22	1.23191971178408e-18
LOC100697574	major facilitator superfamily domain containing 1-like	771.084146961841	-1.40936110278469	0.147815991215661	-9.53456450275709	1.50515973972724e-21	2.13751497538014e-18
LOC106097716	interferon-induced protein 44	305.335198372094	5.71590498997497	0.60138970934925	9.50449417593132	2.0102257800038e-21	2.68684412783802e-18
LOC100700192	cytochrome P450 27C1	2077.28870510061	2.47575700813329	0.261876280363753	9.45391848660138	3.2637839528489e-21	4.11998327647959e-18
